 Time,Acc_x,Acc_y,Acc_z,HRM_b,HRM_c,HRM_r,HRM_f,PPG_r,PPG_o,BTHRM
 1655061772094.4384765625,,,,,,5790,-8550,2895,0,
 1655061772134.2333984375,,,,,,5806,-7399,2903,0,
 1655061772174.85229492187,,,,,,5822,-6081,2911,0,
 1655061772183.12255859375,-0.03930664062,-0.10717773437,-1.01904296875,,,,,,,,
 1655061772216.5087890625,,,,,,5846,-4407,2923,0,
 1655061772257.67700195312,,,,,,5854,-2531,2927,0,
 1655061772265.48950195312,0.03588867187,0.03332519531,-0.95666503906,,,,,,,,
 1655061772299.08935546875,,,,,,5870,-614,2935,0,
 1655061772342.33276367187,,,,,,5846,1130,2923,0,
 1655061772347.30712890625,0.01049804687,0.02697753906,-0.99755859375,,,,,,,,
 1655061772381.15112304687,,,,,,5822,2545,2911,0,
 1655061772424.79125976562,,,,,,5822,3503,2911,0,
 1655061772463.18237304687,,,,,,5790,3894,2895,0,
 1655061772508.95874023437,-0.05908203125,-0.11071777343,-1.05029296875,,,,,,,,
 1655061772513.017578125,,,,,,5758,3673,2879,0,
 1655061772518.32763671875,,,,65,96,,,,
 1655061772545.88500976562,,,,,,5742,2832,2871,0,
 1655061772589.49462890625,-0.05041503906,-0.11315917968,-1.02868652343,,,,,,,,
 1655061772593.64501953125,,,,,,5710,1420,2855,0,
 1655061772628.03833007812,,,,,,5678,-466,2839,0,
 1655061772663.07250976562,-0.04223632812,-0.11328125,-1.02270507812,,,,,,,,
 1655061772710.283203125,,,,,,5614,-2674,2807,0,
 1655061772748.30810546875,-0.04162597656,-0.11645507812,-1.01892089843,,,,,,,,
 1655061772755.5712890625,,,,,,5614,-4965,2807,0,
 1655061772792.6806640625,,,,,,5662,-7117,2831,0,
 1655061772823.22875976562,-0.04333496093,-0.11901855468,-1.01818847656,,,,,,,,
 1655061772835.4052734375,,,,,,5726,-8927,2863,0,
 1655061772855.48583984375,,,,,,,,,,66
 1655061772875.47485351562,,,,,,5790,-10210,2895,0,
 1655061772903.0322265625,-0.04309082031,-0.11596679687,-1.02612304687,,,,,,,,
 1655061772916.03271484375,,,,,,5822,-10854,2911,0,
 1655061772957.7197265625,,,,,,5822,-10788,2911,0,
 1655061772983.29345703125,-0.03894042968,-0.11462402343,-1.02783203125,,,,,,,,
 1655061772998.61328125,,,,,,5822,-9983,2911,0,
 1655061773093.30932617187,-0.03479003906,-0.11291503906,-1.02551269531,,,,,,,,
 1655061773097.33764648437,,,,,,5822,-8522,2911,0,
 1655061773122.54516601562,,,,,,5822,-4236,2911,0,
 1655061773143.9990234375,-0.03698730468,-0.11108398437,-1.02648925781,,,,,,,,
 1655061773163.37768554687,,,,,,5838,-1858,2919,0,
 1655061773204.33227539062,,,,,,5822,389,2911,0,
 1655061773223.37524414062,-0.04016113281,-0.11022949218,-1.02270507812,,,,,,,,
 1655061773286.54663085937,,,,,,5790,2262,2895,0,
 1655061773303.20922851562,-0.04272460937,-0.10668945312,-1.01574707031,,,,,,,,
 1655061773328.05053710937,,,,,,5758,3586,2879,0,
 1655061773368.91357421875,,,,,,5742,4213,2871,0,
 1655061773382.95166015625,-0.0439453125,-0.10913085937,-1.01672363281,,,,,,,,
 1655061773410.99731445312,,,,,,5726,4100,2863,0,
 1655061773416.52099609375,,,,66,96,,,,
 1655061773451.40258789062,,,,,,5678,3209,2839,0,
 1655061773463.18237304687,-0.04650878906,-0.11242675781,-1.01818847656,,,,,,,,
 1655061773492.8759765625,,,,,,5630,1635,2815,0,
 1655061773533.61694335937,,,,,,5622,-433,2811,0,
 1655061773543.22998046875,-0.04357910156,-0.11499023437,-1.02514648437,,,,,,,,
 1655061773575.05981445312,,,,,,5590,-2815,2795,0,
 1655061773615.95336914062,,,,,,5566,-5240,2783,0,
 1655061773625.10864257812,-0.0390625,-0.115234375,-1.03039550781,,,,,,,,
 1655061773657.45727539062,,,,,,5614,-7446,2807,0,
 1655061773698.3203125,,,,,,5678,-9220,2839,0,
 1655061773706.07177734375,-0.06298828125,-0.11633300781,-1.02563476562,,,,,,,,
 1655061773739.9462890625,,,,,,5758,-10352,2879,0,
 1655061773783.525390625,,,,,,5790,-10759,2895,0,
 1655061773821.82495117187,,,,,,5806,-10369,2903,0,
 1655061773851.94580078125,,,,,,,,,,66
 1655061773866.07543945312,0.01342773437,-0.00622558593,-0.8603515625,,,,,,,,
 1655061773870.0732421875,,,,,,5822,-9228,2911,0,
 1655061773904.9853515625,,,,,,5806,-7473,2903,0,
 1655061773948.38134765625,-0.00720214843,-0.05297851562,-0.95153808593,,,,,,,,
 1655061773952.40966796875,,,,,,5806,-5264,2903,0,
 1655061773986.83349609375,,,,,,5822,-2832,2911,0,
 1655061774030.74829101562,-0.01794433593,-0.08203125,-0.99304199218,,,,,,,,
 1655061774034.71557617187,,,,,,5838,-450,2919,0,
 1655061774151.3232421875,,,,,,5806,1619,2903,0,
 1655061774182.939453125,-0.0380859375,-0.11071777343,-1.0224609375,,,,,,,,
 1655061774195.390625,,,,,,5758,3149,2879,0,
 1655061774234.208984375,,,,,,5758,4022,2879,0,
 1655061774262.98706054687,-0.04174804687,-0.11315917968,-1.02294921875,,,,,,,,
 1655061774275.16357421875,,,,,,5710,4101,2855,0,
 1655061774316.97265625,,,,,,5694,3402,2847,0,
 1655061774322.00805664062,,,,66,96,,,,
